login_work_mins_increment,logout_work_mins_increment,login_work_mins_increment_aggressive,logout_work_mins_increment_aggressive,round_logouts_to_rosters,round_logins_to_rosters,breaks_enabled,min_action_interval,automatic_break_length,minimum_shift_length_for_auto_breaks,append_automatic_breaks,default_passcode_length,maximum_shift_length,minimum_duration_between_shifts,copy_rosters,managers_can_see_costs,managers_can_share_rosters,managers_can_update_their_timesheets,leave_request_notifications,cost_leave_on_weekends,show_weekends,staff_have_full_timesheet_access,staff_can_edit_timesheets,staff_can_see_export_summary,approve_shifts_created_from_rosters,enable_flexi_time_zones,enable_roster_validation,roster_validation_max_length,roster_validation_min_gap,roster_validation_max_shifts_in_day,roster_validation_max_shifts_in_week,roster_validation_max_hours_in_week,roster_validation_min_length,enable_multi_level_shift_filters,expected_hours_in_pay_period,time_clock_cost_centre_mode,leave_request_default_length,enable_text_for_roster,enable_employee_leave,enable_availability,unavailability_minimum_days
0,0,TRUE,FALSE,FALSE,TRUE,TRUE,0,30,5.5,FALSE,4,10,10,FALSE,FALSE,TRUE,TRUE,managers,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,11.5,8,1,6,44,3,FALSE,0,blank,7.5,TRUE,TRUE,FALSE,7
15,15,FALSE,FALSE,TRUE,TRUE,TRUE,5,30,5.5,FALSE,6,12,8,FALSE,TRUE,TRUE,TRUE,managers_and_admins,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,11.5,8,1,5,41,3,FALSE,0,blank,7.6,TRUE,TRUE,FALSE,4
30,1,TRUE,FALSE,FALSE,FALSE,FALSE,5,30,5.5,FALSE,4,14,10,FALSE,FALSE,TRUE,TRUE,admins,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,14,10,1,5,70,3,FALSE,0,blank,7.6,TRUE,TRUE,TRUE,4
15,15,TRUE,TRUE,TRUE,TRUE,TRUE,5,30,5.5,FALSE,4,14,8,FALSE,TRUE,TRUE,TRUE,admins,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,11.5,8,1,5,41,3,TRUE,38,blank,7.6,TRUE,TRUE,TRUE,4
200,0,TRUE,TRUE,TRUE,TRUE,TRUE,5,30,5,FALSE,4,14,8,FALSE,TRUE,TRUE,TRUE,managers_and_admins,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11.5,8,1,5,41,3,TRUE,76,blank,7.6,TRUE,TRUE,TRUE,4
15,15,TRUE,TRUE,FALSE,FALSE,FALSE,5,30,5,TRUE,4,14,10,FALSE,TRUE,FALSE,TRUE,admins,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,11.5,8,1,7,41,3,FALSE,0,blank,7.6,TRUE,TRUE,FALSE,4
15,15,TRUE,TRUE,TRUE,TRUE,TRUE,5,30,5.5,FALSE,4,14,8,FALSE,TRUE,TRUE,TRUE,admins,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,11.5,8,1,5,41,3,TRUE,0,blank,7.6,TRUE,TRUE,TRUE,4
90,15,TRUE,TRUE,TRUE,TRUE,TRUE,5,30,5.5,FALSE,4,14,8,FALSE,TRUE,TRUE,TRUE,admins,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,10,8,1,5,38,3,TRUE,0,blank,7.5,TRUE,TRUE,TRUE,7
15,15,TRUE,TRUE,FALSE,FALSE,TRUE,1,30,0,FALSE,4,14,2,FALSE,TRUE,TRUE,TRUE,managers_and_admins,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,12,2,2,5,60,2,FALSE,0,blank,7.6,TRUE,TRUE,FALSE,4
15,15,TRUE,TRUE,TRUE,TRUE,TRUE,5,30,5.5,FALSE,4,14,8,FALSE,TRUE,TRUE,TRUE,admins,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,11.5,8,1,5,41,3,FALSE,0,blank,7.6,TRUE,TRUE,TRUE,4
30,15,TRUE,TRUE,TRUE,TRUE,FALSE,5,0,0,FALSE,4,18,6,FALSE,FALSE,TRUE,TRUE,admins,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,11.5,8,1,5,41,3,FALSE,0,blank,7.6,TRUE,TRUE,FALSE,4
30,5,TRUE,FALSE,TRUE,TRUE,TRUE,5,60,5.5,FALSE,4,14,8,FALSE,TRUE,TRUE,TRUE,admins,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,14,1,3,14,50,3,FALSE,0,blank,7.6,TRUE,TRUE,TRUE,4
30,15,TRUE,TRUE,TRUE,TRUE,FALSE,5,30,5.5,FALSE,4,14,8,FALSE,TRUE,TRUE,TRUE,admins,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,11.5,8,1,5,41,3,TRUE,0,blank,7.6,TRUE,TRUE,TRUE,4
120,120,TRUE,TRUE,TRUE,TRUE,TRUE,5,0,8.5,FALSE,4,10,8,FALSE,FALSE,TRUE,TRUE,managers_and_admins,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,11.5,8,1,5,40,3,FALSE,0,blank,7.6,TRUE,TRUE,FALSE,31
30,30,FALSE,FALSE,TRUE,TRUE,TRUE,10,120,5.5,FALSE,4,12,5,FALSE,TRUE,TRUE,FALSE,admins,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,11.5,8,1,5,41,3,TRUE,0,blank,0,TRUE,TRUE,TRUE,4
30,15,FALSE,FALSE,TRUE,TRUE,TRUE,5,0,0,FALSE,4,14,5,FALSE,FALSE,TRUE,TRUE,admins,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,11.5,8,1,5,41,3,FALSE,0,blank,7.6,TRUE,TRUE,FALSE,4
0,0,FALSE,FALSE,FALSE,FALSE,TRUE,5,60,6,FALSE,4,8,8,FALSE,TRUE,TRUE,TRUE,admins,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11.5,8,1,5,41,3,FALSE,0,blank,7.6,TRUE,TRUE,FALSE,4
15,15,TRUE,TRUE,TRUE,TRUE,TRUE,5,30,5.5,FALSE,4,14,8,FALSE,TRUE,TRUE,TRUE,admins,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,10.5,4,2,5,55,3,FALSE,0,blank,7.6,TRUE,TRUE,TRUE,4
30,15,TRUE,TRUE,TRUE,TRUE,FALSE,5,30,5,FALSE,4,10,8,FALSE,TRUE,TRUE,FALSE,managers_and_admins,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,10,8,1,5,38,3,FALSE,38,blank,8,FALSE,FALSE,FALSE,4
7,7,TRUE,TRUE,TRUE,TRUE,FALSE,5,30,6.5,FALSE,4,14,8,FALSE,TRUE,TRUE,TRUE,admins,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,11.5,8,1,5,41,3,TRUE,38,blank,8,FALSE,TRUE,TRUE,4
0,0,FALSE,FALSE,FALSE,FALSE,TRUE,5,30,5.5,FALSE,4,14,8,FALSE,TRUE,TRUE,TRUE,admins,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11.5,8,1,5,41,3,TRUE,0,blank,7.6,TRUE,TRUE,FALSE,4
15,15,TRUE,TRUE,TRUE,TRUE,TRUE,5,30,5.5,FALSE,4,14,8,FALSE,FALSE,FALSE,FALSE,admins,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,11.5,8,1,5,41,3,FALSE,38,blank,7.6,TRUE,TRUE,FALSE,21
15,15,TRUE,TRUE,TRUE,TRUE,TRUE,5,40,6.5,FALSE,4,14,8,FALSE,FALSE,TRUE,TRUE,admins,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11.5,8,1,5,41,3,FALSE,38,blank,7.6,TRUE,TRUE,FALSE,4
15,15,TRUE,TRUE,TRUE,TRUE,TRUE,5,45,5.5,FALSE,4,14,8,FALSE,FALSE,TRUE,TRUE,admins,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11.5,8,1,5,41,3,FALSE,0,blank,7.6,TRUE,TRUE,TRUE,4
15,15,TRUE,TRUE,FALSE,FALSE,TRUE,5,30,5.5,FALSE,4,14,8,FALSE,FALSE,TRUE,TRUE,managers_and_admins,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,11.5,8,1,5,41,3,TRUE,80,blank,8,TRUE,TRUE,TRUE,4
10,10,TRUE,FALSE,TRUE,TRUE,TRUE,5,0,5.5,TRUE,4,14,8,FALSE,TRUE,TRUE,TRUE,managers,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,11.5,8,1,5,41,3,FALSE,0,blank,7.6,TRUE,TRUE,FALSE,4
0,0,FALSE,FALSE,FALSE,FALSE,TRUE,5,30,5,FALSE,4,14,8,FALSE,TRUE,FALSE,TRUE,admins,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11.5,8,1,5,41,3,TRUE,0,blank,7.6,TRUE,TRUE,FALSE,4
15,15,FALSE,FALSE,FALSE,FALSE,FALSE,5,30,5.5,FALSE,4,14,8,FALSE,TRUE,TRUE,TRUE,admins,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,11.5,8,1,5,41,3,TRUE,0,blank,7.6,TRUE,TRUE,TRUE,4
15,15,TRUE,TRUE,TRUE,TRUE,TRUE,5,30,6.5,FALSE,4,14,8,FALSE,FALSE,TRUE,TRUE,admins,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,11.5,8,1,5,41,3,FALSE,40,blank,8,TRUE,TRUE,TRUE,4
0,0,FALSE,FALSE,FALSE,FALSE,TRUE,5,30,5.25,FALSE,4,14,8,FALSE,FALSE,TRUE,FALSE,managers,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,11.5,8,1,5,41,3,FALSE,0,blank,7.6,TRUE,TRUE,FALSE,4
0,0,TRUE,TRUE,FALSE,FALSE,TRUE,5,30,6,TRUE,4,14,8,FALSE,FALSE,TRUE,TRUE,admins,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,11.5,8,1,5,41,3,TRUE,38,blank,7.6,TRUE,TRUE,TRUE,4
30,30,TRUE,TRUE,TRUE,TRUE,FALSE,5,30,6.5,FALSE,4,14,8,FALSE,TRUE,TRUE,TRUE,managers_and_admins,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,11.5,10,2,5,45,2,TRUE,76,blank,7.6,TRUE,TRUE,TRUE,7
10,10,TRUE,TRUE,TRUE,TRUE,TRUE,2,30,5,FALSE,4,12,10,FALSE,TRUE,TRUE,TRUE,admins,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,12,10,2,6,50,3,FALSE,0,blank,7.6,TRUE,TRUE,FALSE,5
15,15,TRUE,TRUE,TRUE,TRUE,TRUE,5,0,22.5,FALSE,4,14,8,FALSE,FALSE,TRUE,TRUE,managers_and_admins,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,16.5,8,1,5,41,3,FALSE,38,blank,7.6,TRUE,TRUE,TRUE,4
0,0,TRUE,TRUE,FALSE,FALSE,TRUE,5,0,5.5,FALSE,4,16,8,FALSE,FALSE,TRUE,TRUE,admins,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,14,8,2,5,50,3,FALSE,0,blank,7.6,TRUE,TRUE,TRUE,14
60,29,TRUE,TRUE,TRUE,TRUE,TRUE,5,30,4,FALSE,4,14,8,FALSE,TRUE,TRUE,FALSE,managers_and_admins,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11.5,8,1,5,41,3,FALSE,76,blank,0,TRUE,TRUE,TRUE,4
5,2,TRUE,TRUE,TRUE,TRUE,TRUE,5,0,10.5,FALSE,4,14,8,FALSE,FALSE,FALSE,TRUE,admins,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,11.5,8,1,76,38,3,TRUE,76,blank,7.6,TRUE,TRUE,TRUE,4
15,15,TRUE,TRUE,TRUE,TRUE,TRUE,5,30,5.02,FALSE,4,14,10,FALSE,TRUE,TRUE,TRUE,managers_and_admins,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,11.5,8,1,5,41,3,TRUE,0,blank,7.6,TRUE,TRUE,FALSE,4
30,30,TRUE,TRUE,TRUE,TRUE,TRUE,5,30,5.02,FALSE,4,14,8,FALSE,FALSE,TRUE,TRUE,managers_and_admins,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,11.5,8,1,5,41,3,FALSE,0,blank,7.6,TRUE,TRUE,TRUE,4
0,0,FALSE,FALSE,FALSE,FALSE,TRUE,5,30,12,FALSE,4,14,8,FALSE,FALSE,TRUE,TRUE,admins,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,11.5,8,1,5,41,3,FALSE,0,blank,7.6,TRUE,TRUE,TRUE,4
0,0,TRUE,TRUE,TRUE,TRUE,TRUE,5,30,8,FALSE,4,10,8,FALSE,TRUE,TRUE,TRUE,managers_and_admins,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,11.5,8,1,5,41,3,FALSE,0,blank,0,TRUE,TRUE,TRUE,4
15,15,FALSE,FALSE,TRUE,TRUE,TRUE,5,30,5.5,TRUE,4,14,8,FALSE,TRUE,TRUE,TRUE,managers,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,11.5,8,1,5,41,3,FALSE,0,blank,7.6,TRUE,TRUE,TRUE,4
15,15,TRUE,TRUE,TRUE,TRUE,TRUE,5,30,5.5,FALSE,4,8,8,FALSE,TRUE,TRUE,TRUE,admins,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,11.5,8,1,5,29,3,TRUE,0,blank,7.6,TRUE,TRUE,TRUE,7
75,15,TRUE,TRUE,TRUE,TRUE,TRUE,5,30,5.5,FALSE,4,14,8,FALSE,TRUE,TRUE,TRUE,admins,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,11.5,8,1,5,41,3,FALSE,0,blank,7.6,TRUE,TRUE,TRUE,4
15,15,TRUE,TRUE,TRUE,TRUE,TRUE,5,30,6.5,FALSE,4,11,1,FALSE,FALSE,TRUE,TRUE,admins,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,11.5,1,4,20,42,2,FALSE,0,blank,7.5,TRUE,TRUE,TRUE,4
15,15,TRUE,TRUE,TRUE,TRUE,TRUE,5,30,5.5,FALSE,4,14,8,FALSE,TRUE,TRUE,TRUE,admins,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,11.5,8,1,5,41,3,TRUE,0,blank,7.6,TRUE,TRUE,TRUE,4
15,15,TRUE,TRUE,TRUE,TRUE,TRUE,5,30,5.5,TRUE,4,14,8,FALSE,TRUE,TRUE,TRUE,admins,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,15,8,2,7,45,2,TRUE,40,blank,0,TRUE,TRUE,TRUE,4
15,15,TRUE,TRUE,TRUE,TRUE,TRUE,5,30,5.5,FALSE,4,14,8,FALSE,TRUE,TRUE,TRUE,admins,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,11.5,8,1,5,41,3,FALSE,0,blank,7.6,TRUE,TRUE,TRUE,4
15,15,TRUE,TRUE,TRUE,TRUE,TRUE,5,30,5.5,TRUE,4,14,8,FALSE,TRUE,TRUE,TRUE,admins,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11.5,8,1,5,41,3,FALSE,38,blank,7.6,TRUE,TRUE,FALSE,4
15,15,TRUE,TRUE,TRUE,TRUE,TRUE,5,30,5.5,FALSE,4,14,8,FALSE,FALSE,TRUE,TRUE,admins,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,11.5,8,1,5,41,3,TRUE,38,blank,7.6,TRUE,TRUE,TRUE,4
15,15,FALSE,FALSE,TRUE,TRUE,FALSE,5,30,6.5,FALSE,4,14,8,FALSE,TRUE,TRUE,TRUE,admins,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,11.5,8,1,5,41,3,TRUE,0,blank,7.6,TRUE,TRUE,TRUE,4
0,0,TRUE,TRUE,FALSE,FALSE,TRUE,5,0,0,FALSE,4,12,10,FALSE,TRUE,TRUE,TRUE,admins,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,11.5,8,1,5,41,3,FALSE,0,blank,7.6,TRUE,TRUE,FALSE,4
300,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,30,6.02,TRUE,4,14,8,FALSE,FALSE,TRUE,TRUE,admins,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,11.5,8,4,6,41,3,TRUE,76,blank,7.6,TRUE,TRUE,FALSE,4
0,0,FALSE,FALSE,FALSE,FALSE,TRUE,5,0,0,FALSE,4,14,10,FALSE,TRUE,TRUE,TRUE,admins,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,11.5,8,1,5,41,3,FALSE,0,blank,7.6,TRUE,TRUE,FALSE,4
5,5,FALSE,FALSE,TRUE,TRUE,TRUE,0,30,5,FALSE,4,14,10,FALSE,FALSE,TRUE,TRUE,admins,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,11.5,8,1,5,41,3,TRUE,0,blank,7.6,TRUE,TRUE,FALSE,4
15,15,TRUE,TRUE,FALSE,FALSE,FALSE,10,45,0,FALSE,4,14,8,FALSE,FALSE,FALSE,FALSE,admins,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11.5,8,1,6,41,3,FALSE,0,blank,7.6,TRUE,TRUE,FALSE,4
15,15,TRUE,TRUE,TRUE,TRUE,TRUE,5,30,5.5,FALSE,4,14,8,FALSE,TRUE,TRUE,TRUE,admins,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,11.5,8,1,5,41,3,TRUE,38,blank,7.6,TRUE,TRUE,TRUE,4
15,0,TRUE,TRUE,TRUE,TRUE,TRUE,5,30,5.5,TRUE,4,10,8,FALSE,TRUE,TRUE,TRUE,admins,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,11.5,8,1,5,41,3,TRUE,38,blank,7.6,TRUE,TRUE,TRUE,4
5,5,TRUE,TRUE,FALSE,TRUE,TRUE,5,30,5.5,FALSE,4,14,8,FALSE,TRUE,TRUE,TRUE,admins,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11.5,8,1,5,41,3,FALSE,0,blank,7.6,TRUE,TRUE,TRUE,4
15,15,FALSE,FALSE,FALSE,FALSE,FALSE,5,30,5.08,FALSE,4,14,8,FALSE,TRUE,TRUE,TRUE,managers_and_admins,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,11.5,8,1,5,41,3,FALSE,38,department,7.6,TRUE,TRUE,TRUE,10
15,15,TRUE,TRUE,TRUE,TRUE,FALSE,5,45,5.5,FALSE,4,14,8,FALSE,FALSE,TRUE,FALSE,managers_and_admins,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11.5,8,1,5,41,3,TRUE,40,department,7.6,FALSE,TRUE,FALSE,3
15,15,TRUE,TRUE,FALSE,FALSE,TRUE,5,30,5.5,FALSE,4,14,8,FALSE,TRUE,TRUE,TRUE,managers_and_admins,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,11.5,8,1,5,41,3,FALSE,0,blank,7.6,TRUE,TRUE,TRUE,4
0,0,FALSE,FALSE,FALSE,FALSE,TRUE,5,0,0,FALSE,4,14,8,FALSE,FALSE,TRUE,TRUE,admins,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,11.5,8,1,5,41,3,FALSE,0,blank,7.6,TRUE,TRUE,TRUE,4
0,0,FALSE,FALSE,FALSE,FALSE,TRUE,5,0,0,FALSE,4,14,10,FALSE,TRUE,TRUE,TRUE,admins,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,11.5,8,1,5,41,3,FALSE,0,blank,7.6,TRUE,TRUE,FALSE,4
0,0,FALSE,FALSE,FALSE,FALSE,FALSE,5,30,7,FALSE,4,14,8,FALSE,TRUE,TRUE,TRUE,admins,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,11.5,8,1,5,41,3,FALSE,0,blank,8,TRUE,TRUE,FALSE,4
15,15,TRUE,TRUE,FALSE,FALSE,FALSE,5,30,6,FALSE,4,8,8,FALSE,FALSE,FALSE,TRUE,admins,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,11.5,8,1,5,41,3,FALSE,0,blank,7.6,TRUE,TRUE,FALSE,4
10,10,FALSE,FALSE,TRUE,TRUE,FALSE,5,30,5.5,FALSE,5,12,10,FALSE,TRUE,TRUE,TRUE,admins,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,11.5,8,1,5,41,3,TRUE,0,blank,7.6,TRUE,TRUE,FALSE,4
15,15,FALSE,FALSE,FALSE,FALSE,TRUE,5,30,5.5,FALSE,4,14,8,FALSE,TRUE,TRUE,TRUE,admins,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,11.5,8,1,5,41,3,FALSE,0,blank,7.6,TRUE,TRUE,FALSE,4
15,15,TRUE,TRUE,TRUE,TRUE,TRUE,5,30,5.5,FALSE,4,14,8,FALSE,TRUE,TRUE,TRUE,admins,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,11.5,8,1,5,41,3,FALSE,0,blank,7.6,TRUE,TRUE,TRUE,4
15,15,TRUE,TRUE,TRUE,TRUE,FALSE,5,30,5.5,FALSE,4,14,8,FALSE,FALSE,FALSE,FALSE,admins,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,11.5,8,1,5,41,3,TRUE,38,blank,7.6,TRUE,TRUE,TRUE,4
15,15,TRUE,TRUE,TRUE,TRUE,TRUE,5,30,5.5,FALSE,4,14,8,FALSE,FALSE,TRUE,TRUE,admins,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,11.5,8,1,5,41,3,TRUE,0,blank,7.5,TRUE,TRUE,TRUE,4
15,15,TRUE,TRUE,TRUE,TRUE,TRUE,5,30,5.5,FALSE,4,14,8,FALSE,TRUE,TRUE,TRUE,admins,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,11.5,8,1,5,41,3,FALSE,38,blank,7.6,TRUE,TRUE,TRUE,4
15,15,TRUE,TRUE,FALSE,FALSE,TRUE,5,30,6,FALSE,4,14,10,FALSE,TRUE,TRUE,TRUE,admins,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,11.5,8,1,5,41,3,FALSE,0,blank,7.6,TRUE,TRUE,FALSE,4
15,15,TRUE,TRUE,TRUE,TRUE,TRUE,5,60,6,FALSE,4,8,10,FALSE,TRUE,TRUE,FALSE,managers,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,8,10,2,5,40,2,TRUE,76,blank,8,FALSE,TRUE,TRUE,10
15,15,TRUE,TRUE,TRUE,TRUE,TRUE,5,30,5.5,FALSE,4,14,8,FALSE,TRUE,TRUE,TRUE,admins,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,11.5,8,1,5,41,3,FALSE,0,blank,7.6,TRUE,TRUE,TRUE,4
0,0,FALSE,FALSE,FALSE,FALSE,TRUE,5,0,0,FALSE,4,14,8,FALSE,TRUE,TRUE,TRUE,admins,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,11.5,8,1,5,41,3,FALSE,0,blank,7.6,TRUE,TRUE,FALSE,4
15,15,TRUE,TRUE,TRUE,TRUE,TRUE,5,30,5.5,FALSE,4,14,8,FALSE,TRUE,TRUE,TRUE,admins,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,11.5,8,2,7,43,3,TRUE,0,blank,7.6,TRUE,TRUE,TRUE,7
15,15,TRUE,TRUE,TRUE,TRUE,TRUE,5,0,5,FALSE,4,11,8,FALSE,TRUE,TRUE,TRUE,admins,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,12.5,8,1,5,41,3,FALSE,0,blank,7.5,TRUE,TRUE,FALSE,4
15,15,TRUE,TRUE,TRUE,TRUE,FALSE,5,30,5.02,FALSE,4,10,8,FALSE,TRUE,TRUE,TRUE,admins,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,10,8,2,6,38,4,TRUE,0,blank,7.6,FALSE,TRUE,FALSE,7
5,5,FALSE,FALSE,FALSE,FALSE,TRUE,5,0,0,FALSE,4,23,8,FALSE,FALSE,TRUE,TRUE,managers_and_admins,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,11.5,8,1,5,41,3,TRUE,0,blank,8,TRUE,TRUE,FALSE,4
15,15,TRUE,TRUE,TRUE,TRUE,TRUE,5,30,5.5,FALSE,4,14,8,FALSE,TRUE,TRUE,TRUE,admins,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,11.5,8,1,5,41,3,FALSE,38,blank,7.6,TRUE,TRUE,TRUE,4
15,15,TRUE,TRUE,TRUE,TRUE,TRUE,5,30,5.5,FALSE,4,14,8,FALSE,FALSE,TRUE,TRUE,admins,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,11.5,8,1,5,41,3,TRUE,38,blank,7.6,TRUE,TRUE,TRUE,4
15,15,TRUE,TRUE,TRUE,TRUE,TRUE,5,30,6.5,FALSE,4,9,8,FALSE,FALSE,TRUE,TRUE,managers_and_admins,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,11.5,8,2,6,38,2,TRUE,38,blank,7.5,FALSE,TRUE,TRUE,14
20,20,TRUE,TRUE,TRUE,TRUE,TRUE,5,30,5.5,FALSE,4,10,8,FALSE,TRUE,TRUE,TRUE,admins,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,11.5,8,2,5,41,3,FALSE,0,blank,7.6,TRUE,TRUE,TRUE,7
0,0,FALSE,FALSE,FALSE,FALSE,FALSE,5,30,5.5,FALSE,4,14,8,FALSE,TRUE,TRUE,TRUE,admins,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,11.5,8,1,5,41,3,FALSE,38,blank,7.6,TRUE,TRUE,TRUE,4
15,15,TRUE,TRUE,TRUE,TRUE,TRUE,5,0,0,FALSE,4,10,4,FALSE,FALSE,TRUE,TRUE,managers_and_admins,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,10,4,2,5,38,2,TRUE,38,blank,7.6,TRUE,TRUE,TRUE,0
